symbol,section,sub.section,group,category,date,value
CHUBA,Financial Health,Liquidty/Financial Health,76,Financial Leverage,2010-12-01,NA
CHUBA,Financial Health,Liquidty/Financial Health,76,Financial Leverage,2011-12-01,NA
CHUBA,Financial Health,Liquidty/Financial Health,76,Financial Leverage,2012-12-01,NA
CHUBA,Financial Health,Liquidty/Financial Health,76,Financial Leverage,2013-12-01,NA
CHUBA,Financial Health,Liquidty/Financial Health,76,Financial Leverage,2014-12-01,3.75
CHUBA,Financial Health,Liquidty/Financial Health,76,Financial Leverage,2015-12-01,5.71
CHUBA,Financial Health,Liquidty/Financial Health,76,Financial Leverage,2016-12-01,2.62
CHUBA,Financial Health,Liquidty/Financial Health,76,Financial Leverage,2017-12-01,1.56
CHUBA,Financial Health,Liquidty/Financial Health,77,Debt/Equity,2008-12-01,NA
CHUBA,Financial Health,Liquidty/Financial Health,77,Debt/Equity,2009-12-01,NA
CHUBA,Financial Health,Liquidty/Financial Health,77,Debt/Equity,2010-12-01,NA
CHUBA,Financial Health,Liquidty/Financial Health,77,Debt/Equity,2011-12-01,NA
CHUBA,Financial Health,Liquidty/Financial Health,77,Debt/Equity,2012-12-01,NA
CHUBA,Financial Health,Liquidty/Financial Health,77,Debt/Equity,2013-12-01,NA
CHUBA,Financial Health,Liquidty/Financial Health,77,Debt/Equity,2014-12-01,NA
CHUBA,Financial Health,Liquidty/Financial Health,77,Debt/Equity,2015-12-01,NA
CHUBA,Financial Health,Liquidty/Financial Health,77,Debt/Equity,2016-12-01,0.85
CHUBA,Financial Health,Liquidty/Financial Health,77,Debt/Equity,2017-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,78,Days Sales Outstanding,2008-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,78,Days Sales Outstanding,2009-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,78,Days Sales Outstanding,2010-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,78,Days Sales Outstanding,2011-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,78,Days Sales Outstanding,2012-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,78,Days Sales Outstanding,2013-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,78,Days Sales Outstanding,2014-12-01,75.36
CHUBA,Efficiency Ratios,Efficiency,78,Days Sales Outstanding,2015-12-01,62.59
CHUBA,Efficiency Ratios,Efficiency,78,Days Sales Outstanding,2016-12-01,62.76
CHUBA,Efficiency Ratios,Efficiency,78,Days Sales Outstanding,2017-12-01,64.74
CHUBA,Efficiency Ratios,Efficiency,79,Days Inventory,2008-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,79,Days Inventory,2009-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,79,Days Inventory,2010-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,79,Days Inventory,2011-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,79,Days Inventory,2012-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,79,Days Inventory,2013-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,79,Days Inventory,2014-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,79,Days Inventory,2015-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,79,Days Inventory,2016-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,79,Days Inventory,2017-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,80,Payables Period,2008-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,80,Payables Period,2009-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,80,Payables Period,2010-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,80,Payables Period,2011-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,80,Payables Period,2012-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,80,Payables Period,2013-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,80,Payables Period,2014-12-01,111.39
CHUBA,Efficiency Ratios,Efficiency,80,Payables Period,2015-12-01,63.88
CHUBA,Efficiency Ratios,Efficiency,80,Payables Period,2016-12-01,48.42
CHUBA,Efficiency Ratios,Efficiency,80,Payables Period,2017-12-01,46.43
CHUBA,Efficiency Ratios,Efficiency,81,Cash Conversion Cycle,2008-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,81,Cash Conversion Cycle,2009-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,81,Cash Conversion Cycle,2010-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,81,Cash Conversion Cycle,2011-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,81,Cash Conversion Cycle,2012-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,81,Cash Conversion Cycle,2013-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,81,Cash Conversion Cycle,2014-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,81,Cash Conversion Cycle,2015-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,81,Cash Conversion Cycle,2016-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,81,Cash Conversion Cycle,2017-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,82,Receivables Turnover,2008-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,82,Receivables Turnover,2009-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,82,Receivables Turnover,2010-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,82,Receivables Turnover,2011-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,82,Receivables Turnover,2012-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,82,Receivables Turnover,2013-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,82,Receivables Turnover,2014-12-01,4.84
CHUBA,Efficiency Ratios,Efficiency,82,Receivables Turnover,2015-12-01,5.83
CHUBA,Efficiency Ratios,Efficiency,82,Receivables Turnover,2016-12-01,5.82
CHUBA,Efficiency Ratios,Efficiency,82,Receivables Turnover,2017-12-01,5.64
CHUBA,Efficiency Ratios,Efficiency,83,Inventory Turnover,2008-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,83,Inventory Turnover,2009-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,83,Inventory Turnover,2010-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,83,Inventory Turnover,2011-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,83,Inventory Turnover,2012-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,83,Inventory Turnover,2013-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,83,Inventory Turnover,2014-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,83,Inventory Turnover,2015-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,83,Inventory Turnover,2016-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,83,Inventory Turnover,2017-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,84,Fixed Assets Turnover,2008-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,84,Fixed Assets Turnover,2009-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,84,Fixed Assets Turnover,2010-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,84,Fixed Assets Turnover,2011-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,84,Fixed Assets Turnover,2012-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,84,Fixed Assets Turnover,2013-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,84,Fixed Assets Turnover,2014-12-01,16.19
CHUBA,Efficiency Ratios,Efficiency,84,Fixed Assets Turnover,2015-12-01,16.27
CHUBA,Efficiency Ratios,Efficiency,84,Fixed Assets Turnover,2016-12-01,14.03
CHUBA,Efficiency Ratios,Efficiency,84,Fixed Assets Turnover,2017-12-01,16.23
CHUBA,Efficiency Ratios,Efficiency,85,Asset Turnover,2008-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,85,Asset Turnover,2009-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,85,Asset Turnover,2010-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,85,Asset Turnover,2011-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,85,Asset Turnover,2012-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,85,Asset Turnover,2013-12-01,NA
CHUBA,Efficiency Ratios,Efficiency,85,Asset Turnover,2014-12-01,0.55
CHUBA,Efficiency Ratios,Efficiency,85,Asset Turnover,2015-12-01,0.64
CHUBA,Efficiency Ratios,Efficiency,85,Asset Turnover,2016-12-01,0.86
CHUBA,Efficiency Ratios,Efficiency,85,Asset Turnover,2017-12-01,1.35
CHUBK,Financials,Financials,1,Revenue USD Mil,2008-12-01,NA
CHUBK,Financials,Financials,1,Revenue USD Mil,2009-12-01,NA
CHUBK,Financials,Financials,1,Revenue USD Mil,2010-12-01,NA
CHUBK,Financials,Financials,1,Revenue USD Mil,2011-12-01,NA
CHUBK,Financials,Financials,1,Revenue USD Mil,2012-12-01,NA
CHUBK,Financials,Financials,1,Revenue USD Mil,2013-12-01,NA
CHUBK,Financials,Financials,1,Revenue USD Mil,2014-12-01,66
CHUBK,Financials,Financials,1,Revenue USD Mil,2015-12-01,88
CHUBK,Financials,Financials,1,Revenue USD Mil,2016-12-01,101
CHUBK,Financials,Financials,1,Revenue USD Mil,2017-12-01,111
CHUBK,Financials,Financials,2,Gross Margin %,2008-12-01,NA
CHUBK,Financials,Financials,2,Gross Margin %,2009-12-01,NA
CHUBK,Financials,Financials,2,Gross Margin %,2010-12-01,NA
CHUBK,Financials,Financials,2,Gross Margin %,2011-12-01,NA
CHUBK,Financials,Financials,2,Gross Margin %,2012-12-01,NA
CHUBK,Financials,Financials,2,Gross Margin %,2013-12-01,NA
CHUBK,Financials,Financials,2,Gross Margin %,2014-12-01,80.8
CHUBK,Financials,Financials,2,Gross Margin %,2015-12-01,74.1
CHUBK,Financials,Financials,2,Gross Margin %,2016-12-01,77.1
CHUBK,Financials,Financials,2,Gross Margin %,2017-12-01,80.6
CHUBK,Financials,Financials,3,Operating Income USD Mil,2008-12-01,NA
CHUBK,Financials,Financials,3,Operating Income USD Mil,2009-12-01,NA
CHUBK,Financials,Financials,3,Operating Income USD Mil,2010-12-01,NA
CHUBK,Financials,Financials,3,Operating Income USD Mil,2011-12-01,NA
CHUBK,Financials,Financials,3,Operating Income USD Mil,2012-12-01,NA
CHUBK,Financials,Financials,3,Operating Income USD Mil,2013-12-01,NA
CHUBK,Financials,Financials,3,Operating Income USD Mil,2014-12-01,7
CHUBK,Financials,Financials,3,Operating Income USD Mil,2015-12-01,-7
CHUBK,Financials,Financials,3,Operating Income USD Mil,2016-12-01,17
CHUBK,Financials,Financials,3,Operating Income USD Mil,2017-12-01,26
CHUBK,Financials,Financials,4,Operating Margin %,2008-12-01,NA
CHUBK,Financials,Financials,4,Operating Margin %,2009-12-01,NA
CHUBK,Financials,Financials,4,Operating Margin %,2010-12-01,NA
CHUBK,Financials,Financials,4,Operating Margin %,2011-12-01,NA
CHUBK,Financials,Financials,4,Operating Margin %,2012-12-01,NA
CHUBK,Financials,Financials,4,Operating Margin %,2013-12-01,NA
CHUBK,Financials,Financials,4,Operating Margin %,2014-12-01,10
CHUBK,Financials,Financials,4,Operating Margin %,2015-12-01,-7.9
CHUBK,Financials,Financials,4,Operating Margin %,2016-12-01,16.6
CHUBK,Financials,Financials,4,Operating Margin %,2017-12-01,23.8
CHUBK,Financials,Financials,5,Net Income USD Mil,2008-12-01,NA
CHUBK,Financials,Financials,5,Net Income USD Mil,2009-12-01,NA
CHUBK,Financials,Financials,5,Net Income USD Mil,2010-12-01,NA
CHUBK,Financials,Financials,5,Net Income USD Mil,2011-12-01,NA
CHUBK,Financials,Financials,5,Net Income USD Mil,2012-12-01,NA
CHUBK,Financials,Financials,5,Net Income USD Mil,2013-12-01,NA
CHUBK,Financials,Financials,5,Net Income USD Mil,2014-12-01,4
CHUBK,Financials,Financials,5,Net Income USD Mil,2015-12-01,-4
CHUBK,Financials,Financials,5,Net Income USD Mil,2016-12-01,9
CHUBK,Financials,Financials,5,Net Income USD Mil,2017-12-01,10
CHUBK,Financials,Financials,6,Earnings Per Share USD,2008-12-01,NA
CHUBK,Financials,Financials,6,Earnings Per Share USD,2009-12-01,NA
CHUBK,Financials,Financials,6,Earnings Per Share USD,2010-12-01,NA
CHUBK,Financials,Financials,6,Earnings Per Share USD,2011-12-01,NA
CHUBK,Financials,Financials,6,Earnings Per Share USD,2012-12-01,NA
CHUBK,Financials,Financials,6,Earnings Per Share USD,2013-12-01,NA
CHUBK,Financials,Financials,6,Earnings Per Share USD,2014-12-01,0.09
CHUBK,Financials,Financials,6,Earnings Per Share USD,2015-12-01,-0.12
CHUBK,Financials,Financials,6,Earnings Per Share USD,2016-12-01,0.21
CHUBK,Financials,Financials,6,Earnings Per Share USD,2017-12-01,0.22
CHUBK,Financials,Financials,7,Dividends USD,2008-12-01,NA
CHUBK,Financials,Financials,7,Dividends USD,2009-12-01,NA
CHUBK,Financials,Financials,7,Dividends USD,2010-12-01,NA
CHUBK,Financials,Financials,7,Dividends USD,2011-12-01,NA
CHUBK,Financials,Financials,7,Dividends USD,2012-12-01,NA
CHUBK,Financials,Financials,7,Dividends USD,2013-12-01,NA
CHUBK,Financials,Financials,7,Dividends USD,2014-12-01,NA
CHUBK,Financials,Financials,7,Dividends USD,2015-12-01,NA
CHUBK,Financials,Financials,7,Dividends USD,2016-12-01,NA
CHUBK,Financials,Financials,7,Dividends USD,2017-12-01,NA
CHUBK,Financials,Financials,8,Payout Ratio % *,2008-12-01,NA
CHUBK,Financials,Financials,8,Payout Ratio % *,2009-12-01,NA
CHUBK,Financials,Financials,8,Payout Ratio % *,2010-12-01,NA
CHUBK,Financials,Financials,8,Payout Ratio % *,2011-12-01,NA
CHUBK,Financials,Financials,8,Payout Ratio % *,2012-12-01,NA
CHUBK,Financials,Financials,8,Payout Ratio % *,2013-12-01,NA
CHUBK,Financials,Financials,8,Payout Ratio % *,2014-12-01,NA
CHUBK,Financials,Financials,8,Payout Ratio % *,2015-12-01,NA
CHUBK,Financials,Financials,8,Payout Ratio % *,2016-12-01,NA
CHUBK,Financials,Financials,8,Payout Ratio % *,2017-12-01,NA
CHUBK,Financials,Financials,9,Shares Mil,2008-12-01,NA
CHUBK,Financials,Financials,9,Shares Mil,2009-12-01,NA
CHUBK,Financials,Financials,9,Shares Mil,2010-12-01,NA
CHUBK,Financials,Financials,9,Shares Mil,2011-12-01,NA
CHUBK,Financials,Financials,9,Shares Mil,2012-12-01,NA
CHUBK,Financials,Financials,9,Shares Mil,2013-12-01,NA
CHUBK,Financials,Financials,9,Shares Mil,2014-12-01,43
CHUBK,Financials,Financials,9,Shares Mil,2015-12-01,NA
CHUBK,Financials,Financials,9,Shares Mil,2016-12-01,43
CHUBK,Financials,Financials,9,Shares Mil,2017-12-01,45
CHUBK,Financials,Financials,10,Book Value Per Share * USD,2008-12-01,NA
CHUBK,Financials,Financials,10,Book Value Per Share * USD,2009-12-01,NA
CHUBK,Financials,Financials,10,Book Value Per Share * USD,2010-12-01,NA
CHUBK,Financials,Financials,10,Book Value Per Share * USD,2011-12-01,NA
CHUBK,Financials,Financials,10,Book Value Per Share * USD,2012-12-01,NA
CHUBK,Financials,Financials,10,Book Value Per Share * USD,2013-12-01,NA
CHUBK,Financials,Financials,10,Book Value Per Share * USD,2014-12-01,NA
CHUBK,Financials,Financials,10,Book Value Per Share * USD,2015-12-01,NA
CHUBK,Financials,Financials,10,Book Value Per Share * USD,2016-12-01,0.48
CHUBK,Financials,Financials,10,Book Value Per Share * USD,2017-12-01,1.09
CHUBK,Financials,Financials,11,Operating Cash Flow USD Mil,2008-12-01,NA
CHUBK,Financials,Financials,11,Operating Cash Flow USD Mil,2009-12-01,NA
CHUBK,Financials,Financials,11,Operating Cash Flow USD Mil,2010-12-01,NA
CHUBK,Financials,Financials,11,Operating Cash Flow USD Mil,2011-12-01,NA
CHUBK,Financials,Financials,11,Operating Cash Flow USD Mil,2012-12-01,NA
CHUBK,Financials,Financials,11,Operating Cash Flow USD Mil,2013-12-01,NA
CHUBK,Financials,Financials,11,Operating Cash Flow USD Mil,2014-12-01,19
CHUBK,Financials,Financials,11,Operating Cash Flow USD Mil,2015-12-01,25
CHUBK,Financials,Financials,11,Operating Cash Flow USD Mil,2016-12-01,-48
CHUBK,Financials,Financials,11,Operating Cash Flow USD Mil,2017-12-01,38
CHUBK,Financials,Financials,12,Cap Spending USD Mil,2008-12-01,NA
CHUBK,Financials,Financials,12,Cap Spending USD Mil,2009-12-01,NA
CHUBK,Financials,Financials,12,Cap Spending USD Mil,2010-12-01,NA
CHUBK,Financials,Financials,12,Cap Spending USD Mil,2011-12-01,NA
CHUBK,Financials,Financials,12,Cap Spending USD Mil,2012-12-01,NA
CHUBK,Financials,Financials,12,Cap Spending USD Mil,2013-12-01,NA
CHUBK,Financials,Financials,12,Cap Spending USD Mil,2014-12-01,-5
CHUBK,Financials,Financials,12,Cap Spending USD Mil,2015-12-01,-11
CHUBK,Financials,Financials,12,Cap Spending USD Mil,2016-12-01,-10
CHUBK,Financials,Financials,12,Cap Spending USD Mil,2017-12-01,-3
CHUBK,Financials,Financials,13,Free Cash Flow USD Mil,2008-12-01,NA
CHUBK,Financials,Financials,13,Free Cash Flow USD Mil,2009-12-01,NA
CHUBK,Financials,Financials,13,Free Cash Flow USD Mil,2010-12-01,NA
CHUBK,Financials,Financials,13,Free Cash Flow USD Mil,2011-12-01,NA
CHUBK,Financials,Financials,13,Free Cash Flow USD Mil,2012-12-01,NA
CHUBK,Financials,Financials,13,Free Cash Flow USD Mil,2013-12-01,NA
CHUBK,Financials,Financials,13,Free Cash Flow USD Mil,2014-12-01,14
CHUBK,Financials,Financials,13,Free Cash Flow USD Mil,2015-12-01,14
CHUBK,Financials,Financials,13,Free Cash Flow USD Mil,2016-12-01,-58
CHUBK,Financials,Financials,13,Free Cash Flow USD Mil,2017-12-01,36
CHUBK,Financials,Financials,14,Free Cash Flow Per Share * USD,2008-12-01,NA
CHUBK,Financials,Financials,14,Free Cash Flow Per Share * USD,2009-12-01,NA
CHUBK,Financials,Financials,14,Free Cash Flow Per Share * USD,2010-12-01,NA
CHUBK,Financials,Financials,14,Free Cash Flow Per Share * USD,2011-12-01,NA
CHUBK,Financials,Financials,14,Free Cash Flow Per Share * USD,2012-12-01,NA
CHUBK,Financials,Financials,14,Free Cash Flow Per Share * USD,2013-12-01,NA
CHUBK,Financials,Financials,14,Free Cash Flow Per Share * USD,2014-12-01,NA
CHUBK,Financials,Financials,14,Free Cash Flow Per Share * USD,2015-12-01,NA
CHUBK,Financials,Financials,14,Free Cash Flow Per Share * USD,2016-12-01,-1.36
CHUBK,Financials,Financials,14,Free Cash Flow Per Share * USD,2017-12-01,0.62
CHUBK,Financials,Financials,15,Working Capital USD Mil,2008-12-01,NA
CHUBK,Financials,Financials,15,Working Capital USD Mil,2009-12-01,NA
CHUBK,Financials,Financials,15,Working Capital USD Mil,2010-12-01,NA
CHUBK,Financials,Financials,15,Working Capital USD Mil,2011-12-01,NA
CHUBK,Financials,Financials,15,Working Capital USD Mil,2012-12-01,NA
CHUBK,Financials,Financials,15,Working Capital USD Mil,2013-12-01,NA
CHUBK,Financials,Financials,15,Working Capital USD Mil,2014-12-01,-36
CHUBK,Financials,Financials,15,Working Capital USD Mil,2015-12-01,-81
CHUBK,Financials,Financials,15,Working Capital USD Mil,2016-12-01,16
CHUBK,Financials,Financials,15,Working Capital USD Mil,2017-12-01,24
CHUBK,Profitability,Margin of Sales %,16,Revenue,2008-12-01,NA
CHUBK,Profitability,Margin of Sales %,16,Revenue,2009-12-01,NA
CHUBK,Profitability,Margin of Sales %,16,Revenue,2010-12-01,NA
CHUBK,Profitability,Margin of Sales %,16,Revenue,2011-12-01,NA
CHUBK,Profitability,Margin of Sales %,16,Revenue,2012-12-01,NA
CHUBK,Profitability,Margin of Sales %,16,Revenue,2013-12-01,NA
CHUBK,Profitability,Margin of Sales %,16,Revenue,2014-12-01,100
CHUBK,Profitability,Margin of Sales %,16,Revenue,2015-12-01,100
CHUBK,Profitability,Margin of Sales %,16,Revenue,2016-12-01,100
CHUBK,Profitability,Margin of Sales %,16,Revenue,2017-12-01,100
CHUBK,Profitability,Margin of Sales %,17,COGS,2008-12-01,NA
CHUBK,Profitability,Margin of Sales %,17,COGS,2009-12-01,NA
CHUBK,Profitability,Margin of Sales %,17,COGS,2010-12-01,NA
CHUBK,Profitability,Margin of Sales %,17,COGS,2011-12-01,NA
CHUBK,Profitability,Margin of Sales %,17,COGS,2012-12-01,NA
CHUBK,Profitability,Margin of Sales %,17,COGS,2013-12-01,NA
CHUBK,Profitability,Margin of Sales %,17,COGS,2014-12-01,19.24
CHUBK,Profitability,Margin of Sales %,17,COGS,2015-12-01,25.91
CHUBK,Profitability,Margin of Sales %,17,COGS,2016-12-01,22.93
CHUBK,Profitability,Margin of Sales %,17,COGS,2017-12-01,19.44
CHUBK,Profitability,Margin of Sales %,18,Gross Margin,2008-12-01,NA
CHUBK,Profitability,Margin of Sales %,18,Gross Margin,2009-12-01,NA
CHUBK,Profitability,Margin of Sales %,18,Gross Margin,2010-12-01,NA
CHUBK,Profitability,Margin of Sales %,18,Gross Margin,2011-12-01,NA
CHUBK,Profitability,Margin of Sales %,18,Gross Margin,2012-12-01,NA
CHUBK,Profitability,Margin of Sales %,18,Gross Margin,2013-12-01,NA
CHUBK,Profitability,Margin of Sales %,18,Gross Margin,2014-12-01,80.76
CHUBK,Profitability,Margin of Sales %,18,Gross Margin,2015-12-01,74.09
CHUBK,Profitability,Margin of Sales %,18,Gross Margin,2016-12-01,77.07
CHUBK,Profitability,Margin of Sales %,18,Gross Margin,2017-12-01,80.56
CHUBK,Profitability,Margin of Sales %,19,SG&A,2008-12-01,NA
CHUBK,Profitability,Margin of Sales %,19,SG&A,2009-12-01,NA
CHUBK,Profitability,Margin of Sales %,19,SG&A,2010-12-01,NA
CHUBK,Profitability,Margin of Sales %,19,SG&A,2011-12-01,NA
CHUBK,Profitability,Margin of Sales %,19,SG&A,2012-12-01,NA
CHUBK,Profitability,Margin of Sales %,19,SG&A,2013-12-01,NA
CHUBK,Profitability,Margin of Sales %,19,SG&A,2014-12-01,55.58
CHUBK,Profitability,Margin of Sales %,19,SG&A,2015-12-01,63.41
CHUBK,Profitability,Margin of Sales %,19,SG&A,2016-12-01,41.39
CHUBK,Profitability,Margin of Sales %,19,SG&A,2017-12-01,33.74
CHUBK,Profitability,Margin of Sales %,20,R&D,2008-12-01,NA
CHUBK,Profitability,Margin of Sales %,20,R&D,2009-12-01,NA
CHUBK,Profitability,Margin of Sales %,20,R&D,2010-12-01,NA
CHUBK,Profitability,Margin of Sales %,20,R&D,2011-12-01,NA
CHUBK,Profitability,Margin of Sales %,20,R&D,2012-12-01,NA
CHUBK,Profitability,Margin of Sales %,20,R&D,2013-12-01,NA
CHUBK,Profitability,Margin of Sales %,20,R&D,2014-12-01,15.15
CHUBK,Profitability,Margin of Sales %,20,R&D,2015-12-01,18.61
CHUBK,Profitability,Margin of Sales %,20,R&D,2016-12-01,19.08
CHUBK,Profitability,Margin of Sales %,20,R&D,2017-12-01,23
CHUBK,Profitability,Margin of Sales %,21,Other,2008-12-01,NA
CHUBK,Profitability,Margin of Sales %,21,Other,2009-12-01,NA
CHUBK,Profitability,Margin of Sales %,21,Other,2010-12-01,NA
CHUBK,Profitability,Margin of Sales %,21,Other,2011-12-01,NA
CHUBK,Profitability,Margin of Sales %,21,Other,2012-12-01,NA
CHUBK,Profitability,Margin of Sales %,21,Other,2013-12-01,NA
CHUBK,Profitability,Margin of Sales %,21,Other,2014-12-01,NA
CHUBK,Profitability,Margin of Sales %,21,Other,2015-12-01,NA
CHUBK,Profitability,Margin of Sales %,21,Other,2016-12-01,NA
CHUBK,Profitability,Margin of Sales %,21,Other,2017-12-01,NA
CHUBK,Profitability,Margin of Sales %,22,Operating Margin,2008-12-01,NA
CHUBK,Profitability,Margin of Sales %,22,Operating Margin,2009-12-01,NA
CHUBK,Profitability,Margin of Sales %,22,Operating Margin,2010-12-01,NA
CHUBK,Profitability,Margin of Sales %,22,Operating Margin,2011-12-01,NA
CHUBK,Profitability,Margin of Sales %,22,Operating Margin,2012-12-01,NA
CHUBK,Profitability,Margin of Sales %,22,Operating Margin,2013-12-01,NA
CHUBK,Profitability,Margin of Sales %,22,Operating Margin,2014-12-01,10.03
CHUBK,Profitability,Margin of Sales %,22,Operating Margin,2015-12-01,-7.93
CHUBK,Profitability,Margin of Sales %,22,Operating Margin,2016-12-01,16.6
CHUBK,Profitability,Margin of Sales %,22,Operating Margin,2017-12-01,23.82
CHUBK,Profitability,Margin of Sales %,23,Net Int Inc & Other,2008-12-01,NA
CHUBK,Profitability,Margin of Sales %,23,Net Int Inc & Other,2009-12-01,NA
CHUBK,Profitability,Margin of Sales %,23,Net Int Inc & Other,2010-12-01,NA
CHUBK,Profitability,Margin of Sales %,23,Net Int Inc & Other,2011-12-01,NA
CHUBK,Profitability,Margin of Sales %,23,Net Int Inc & Other,2012-12-01,NA
CHUBK,Profitability,Margin of Sales %,23,Net Int Inc & Other,2013-12-01,NA
CHUBK,Profitability,Margin of Sales %,23,Net Int Inc & Other,2014-12-01,1
CHUBK,Profitability,Margin of Sales %,23,Net Int Inc & Other,2015-12-01,0.68
CHUBK,Profitability,Margin of Sales %,23,Net Int Inc & Other,2016-12-01,-0.43
CHUBK,Profitability,Margin of Sales %,23,Net Int Inc & Other,2017-12-01,-0.66
CHUBK,Profitability,Margin of Sales %,24,EBT Margin,2008-12-01,NA
CHUBK,Profitability,Margin of Sales %,24,EBT Margin,2009-12-01,NA
CHUBK,Profitability,Margin of Sales %,24,EBT Margin,2010-12-01,NA
CHUBK,Profitability,Margin of Sales %,24,EBT Margin,2011-12-01,NA
CHUBK,Profitability,Margin of Sales %,24,EBT Margin,2012-12-01,NA
CHUBK,Profitability,Margin of Sales %,24,EBT Margin,2013-12-01,NA
CHUBK,Profitability,Margin of Sales %,24,EBT Margin,2014-12-01,11.03
CHUBK,Profitability,Margin of Sales %,24,EBT Margin,2015-12-01,-7.25
CHUBK,Profitability,Margin of Sales %,24,EBT Margin,2016-12-01,16.17
CHUBK,Profitability,Margin of Sales %,24,EBT Margin,2017-12-01,23.16
CHUBK,Profitability,Profitability,25,Tax Rate %,2008-12-01,NA
CHUBK,Profitability,Profitability,25,Tax Rate %,2009-12-01,NA
CHUBK,Profitability,Profitability,25,Tax Rate %,2010-12-01,NA
CHUBK,Profitability,Profitability,25,Tax Rate %,2011-12-01,NA
CHUBK,Profitability,Profitability,25,Tax Rate %,2012-12-01,NA
CHUBK,Profitability,Profitability,25,Tax Rate %,2013-12-01,NA
CHUBK,Profitability,Profitability,25,Tax Rate %,2014-12-01,40.61
CHUBK,Profitability,Profitability,25,Tax Rate %,2015-12-01,NA
CHUBK,Profitability,Profitability,25,Tax Rate %,2016-12-01,44.05
CHUBK,Profitability,Profitability,25,Tax Rate %,2017-12-01,61.69
CHUBK,Profitability,Profitability,26,Net Margin %,2008-12-01,NA
CHUBK,Profitability,Profitability,26,Net Margin %,2009-12-01,NA
CHUBK,Profitability,Profitability,26,Net Margin %,2010-12-01,NA
CHUBK,Profitability,Profitability,26,Net Margin %,2011-12-01,NA
CHUBK,Profitability,Profitability,26,Net Margin %,2012-12-01,NA
CHUBK,Profitability,Profitability,26,Net Margin %,2013-12-01,NA
CHUBK,Profitability,Profitability,26,Net Margin %,2014-12-01,6.55
CHUBK,Profitability,Profitability,26,Net Margin %,2015-12-01,-5.77
CHUBK,Profitability,Profitability,26,Net Margin %,2016-12-01,9.05
CHUBK,Profitability,Profitability,26,Net Margin %,2017-12-01,8.87
